id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US21121,"Knox County, Kentucky",2888,145,21103,2772,0.121587262
0500000US21123,"Larue County, Kentucky",1084,10,9903,998,0.091744789
0500000US21125,"Laurel County, Kentucky",4892,205,41302,5539,0.124345153
0500000US21127,"Lawrence County, Kentucky",1156,23,10893,1087,0.092123828
0500000US21129,"Lee County, Kentucky",472,44,4873,504,0.102525725
0500000US21131,"Leslie County, Kentucky",777,29,7412,718,0.091219929
0500000US21133,"Letcher County, Kentucky",1592,25,16170,1893,0.107983335
0500000US21135,"Lewis County, Kentucky",999,25,9506,1048,0.102141837
0500000US21137,"Lincoln County, Kentucky",1770,0,16885,1874,0.100455642
0500000US21139,"Livingston County, Kentucky",598,30,6675,759,0.108483432
0500000US21141,"Logan County, Kentucky",2081,79,18362,2755,0.13862936
0500000US21143,"Lyon County, Kentucky",611,35,6371,1014,0.150243483
0500000US21145,"McCracken County, Kentucky",4880,394,45950,11302,0.230100334
0500000US21147,"McCreary County, Kentucky",1418,67,12366,851,0.066598955
0500000US21149,"McLean County, Kentucky",646,22,6398,770,0.112436116
0500000US21151,"Madison County, Kentucky",16047,1228,54820,16727,0.253361932
0500000US21153,"Magoffin County, Kentucky",963,45,8826,857,0.092144244
0500000US21155,"Marion County, Kentucky",1476,55,13058,1725,0.122471446
0500000US21157,"Marshall County, Kentucky",2091,187,22692,4270,0.17984102
0500000US21159,"Martin County, Kentucky",1072,23,8438,714,0.077497371
0500000US21161,"Mason County, Kentucky",1521,213,11745,2214,0.182948892
0500000US21163,"Meade County, Kentucky",2364,41,19327,3526,0.164446084
0500000US21165,"Menifee County, Kentucky",380,8,4663,527,0.106087646
0500000US21167,"Mercer County, Kentucky",1724,51,15015,2633,0.160344107
0500000US21169,"Metcalfe County, Kentucky",686,40,6991,918,0.124788329
0500000US21171,"Monroe County, Kentucky",828,35,7452,961,0.120289855
0500000US21173,"Montgomery County, Kentucky",2183,91,18867,3079,0.150593824
0500000US21175,"Morgan County, Kentucky",964,50,9841,1340,0.128644146
0500000US21177,"Muhlenberg County, Kentucky",2949,28,21763,2417,0.098939786
0500000US21179,"Nelson County, Kentucky",3918,139,30492,5236,0.156204592
0500000US21181,"Nicholas County, Kentucky",604,44,4828,492,0.098674521
0500000US21183,"Ohio County, Kentucky",1781,62,16389,2180,0.123390204
0500000US21185,"Oldham County, Kentucky",5428,373,43178,18211,0.382339629
0500000US21187,"Owen County, Kentucky",740,45,7379,731,0.095578273
0500000US21189,"Owsley County, Kentucky",442,0,3115,504,0.141692437
0500000US21191,"Pendleton County, Kentucky",1140,103,10026,1130,0.110424503
0500000US21193,"Perry County, Kentucky",2001,67,18891,2333,0.114876508
0500000US21195,"Pike County, Kentucky",5205,483,42717,5574,0.126392888
0500000US21197,"Powell County, Kentucky",1000,61,8391,1232,0.137685018
0500000US21199,"Pulaski County, Kentucky",4909,203,44945,6896,0.142395796
0500000US21201,"Robertson County, Kentucky",214,3,1532,245,0.142038946
0500000US21203,"Rockcastle County, Kentucky",1251,72,11872,1262,0.101653585
0500000US21205,"Rowan County, Kentucky",5782,221,14011,3731,0.199666549
0500000US21207,"Russell County, Kentucky",1258,27,12477,1604,0.118747725
0500000US21209,"Scott County, Kentucky",5010,511,34837,9955,0.262654654
0500000US21211,"Shelby County, Kentucky",3852,307,31814,7714,0.224892054
0500000US21213,"Simpson County, Kentucky",1427,47,12192,1732,0.130626331
0500000US21215,"Spencer County, Kentucky",1396,34,12704,2564,0.184255319
0500000US21217,"Taylor County, Kentucky",3165,192,16528,3175,0.170974458
0500000US21219,"Todd County, Kentucky",898,26,8138,1051,0.119189907
0500000US21221,"Trigg County, Kentucky",929,24,10264,1735,0.157151791
0500000US21223,"Trimble County, Kentucky",666,37,6025,720,0.11313705
0500000US21225,"Union County, Kentucky",2317,4,9560,1056,0.089248127
0500000US21227,"Warren County, Kentucky",21088,1922,76589,23437,0.259620996
0500000US21229,"Washington County, Kentucky",1110,39,8084,1434,0.160213183
0500000US21231,"Wayne County, Kentucky",1639,102,14655,1879,0.121578495
0500000US21233,"Webster County, Kentucky",1033,10,9066,892,0.089315774
0500000US21235,"Whitley County, Kentucky",4143,398,23070,4424,0.177194723
0500000US21237,"Wolfe County, Kentucky",494,70,5049,386,0.082265921
0500000US21239,"Woodford County, Kentucky",2088,181,18128,5964,0.303967155
0500000US22001,"Acadia Parish, Louisiana",5206,255,40816,5458,0.124136283
0500000US22003,"Allen Parish, Louisiana",1933,86,17942,2283,0.119194969
0500000US22005,"Ascension Parish, Louisiana",10031,585,78203,20953,0.244100913
0500000US22007,"Assumption Parish, Louisiana",2122,109,15539,1589,0.096144046
0500000US22009,"Avoyelles Parish, Louisiana",3393,76,27785,3358,0.110141767
0500000US22011,"Beauregard Parish, Louisiana",3237,136,24436,4281,0.159614064
0500000US22013,"Bienville Parish, Louisiana",1079,24,9472,1174,0.11354374
0500000US22015,"Bossier Parish, Louisiana",11657,898,82825,21240,0.234309181
0500000US22017,"Caddo Parish, Louisiana",21721,1403,166837,39232,0.215503983
0500000US22019,"Calcasieu Parish, Louisiana",18053,1200,132213,28968,0.200763979
0500000US22021,"Caldwell Parish, Louisiana",887,0,6791,964,0.12555353
0500000US22023,"Cameron Parish, Louisiana",575,95,4791,558,0.121692136
0500000US22025,"Catahoula Parish, Louisiana",989,11,6723,785,0.103215768
0500000US22027,"Claiborne Parish, Louisiana",1342,22,11877,1742,0.133444285
0500000US22029,"Concordia Parish, Louisiana",1784,147,13417,1711,0.122228801
0500000US22031,"De Soto Parish, Louisiana",2166,104,18434,2619,0.132184466
0500000US22033,"East Baton Rouge Parish, Louisiana",63087,7064,279597,96897,0.303372787
0500000US22035,"East Carroll Parish, Louisiana",1034,0,4820,409,0.069866758
0500000US22037,"East Feliciana Parish, Louisiana",1622,15,14258,1796,0.114042821
0500000US22039,"Evangeline Parish, Louisiana",3450,84,21586,2773,0.114115673
0500000US22041,"Franklin Parish, Louisiana",1725,52,13410,1599,0.109084903
0500000US22043,"Grant Parish, Louisiana",1722,145,15932,1332,0.083663759
0500000US22045,"Iberia Parish, Louisiana",6351,230,47200,5994,0.116225654
0500000US22047,"Iberville Parish, Louisiana",2932,195,22966,3330,0.136110897
0500000US22049,"Jackson Parish, Louisiana",1231,38,11181,1515,0.125120851
0500000US22051,"Jefferson Parish, Louisiana",34439,3848,305052,79756,0.246262788
0500000US22053,"Jefferson Davis Parish, Louisiana",2672,68,20733,3301,0.143943602
0500000US22055,"Lafayette Parish, Louisiana",23183,1531,159832,51339,0.288883425
0500000US22057,"Lafourche Parish, Louisiana",8943,477,66237,10968,0.152234637
0500000US22059,"LaSalle Parish, Louisiana",1436,0,10040,1221,0.106395957
0500000US22061,"Lincoln Parish, Louisiana",12102,1555,25723,9384,0.289200264
0500000US22063,"Livingston Parish, Louisiana",11235,630,90800,16593,0.168795021
0500000US22065,"Madison Parish, Louisiana",1088,24,7627,959,0.112794033
0500000US22067,"Morehouse Parish, Louisiana",2399,90,17299,2249,0.11874302
0500000US22069,"Natchitoches Parish, Louisiana",6534,227,23136,4129,0.146814965
0500000US22071,"Orleans Parish, Louisiana",36245,4337,274663,101120,0.339190371
0500000US22073,"Ouachita Parish, Louisiana",15717,1077,100828,24462,0.21913424
0500000US22075,"Plaquemines Parish, Louisiana",1952,81,15287,2994,0.178374616
0500000US22077,"Pointe Coupee Parish, Louisiana",1757,41,15464,2350,0.138842111
0500000US22079,"Rapides Parish, Louisiana",11813,669,86826,17832,0.187562729
0500000US22081,"Red River Parish, Louisiana",659,28,5877,818,0.129436965
0500000US22083,"Richland Parish, Louisiana",1845,65,13721,1856,0.123409996
0500000US22085,"Sabine Parish, Louisiana",1802,62,16506,2163,0.121531571
0500000US22087,"St. Bernard Parish, Louisiana",3751,205,29621,3643,0.115306245
0500000US22089,"St. Charles Parish, Louisiana",4621,411,34980,8479,0.224489281
0500000US22091,"St. Helena Parish, Louisiana",817,93,7321,1017,0.136397149
0500000US22093,"St. James Parish, Louisiana",1889,94,14573,2088,0.132547686
0500000US22095,"St. John the Baptist Parish, Louisiana",3910,435,28726,4682,0.156790048
0500000US22097,"St. Landry Parish, Louisiana",7135,245,53648,7592,0.128934077
0500000US22099,"St. Martin Parish, Louisiana",4720,154,35842,5175,0.131379123
0500000US22101,"St. Mary Parish, Louisiana",4251,233,34901,3690,0.100199224
0500000US22103,"St. Tammany Parish, Louisiana",19238,1681,171596,57516,0.310201536
0500000US22105,"Tangipahoa Parish, Louisiana",13983,738,84349,16366,0.173941342
0500000US22107,"Tensas Parish, Louisiana",376,14,3168,334,0.098194131
0500000US22109,"Terrebonne Parish, Louisiana",9833,633,73881,11644,0.146654084
0500000US22111,"Union Parish, Louisiana",1888,0,15571,2276,0.130362564
0500000US22113,"Vermilion Parish, Louisiana",5047,259,39333,5594,0.131883731
0500000US22115,"Vernon Parish, Louisiana",7381,466,30714,5173,0.148024675
0500000US22117,"Washington Parish, Louisiana",3800,125,31448,3689,0.108204721
0500000US22119,"Webster Parish, Louisiana",3278,274,27321,4130,0.143926272
0500000US22121,"West Baton Rouge Parish, Louisiana",2199,69,17357,3577,0.186438945
0500000US22123,"West Carroll Parish, Louisiana",850,16,7713,968,0.114912998
0500000US22125,"West Feliciana Parish, Louisiana",1828,28,11010,2439,0.192163888
0500000US22127,"Winn Parish, Louisiana",1256,20,10166,1467,0.130187358
0500000US23001,"Androscoggin County, Maine",9398,827,74517,16540,0.206959423
0500000US23003,"Aroostook County, Maine",5229,279,50402,9537,0.176448383
0500000US23005,"Cumberland County, Maine",25827,4232,209427,97804,0.43372695
0500000US23007,"Franklin County, Maine",2998,268,21546,5474,0.233947197
0500000US23009,"Hancock County, Maine",3716,382,41343,13358,0.304933532
0500000US23011,"Kennebec County, Maine",10403,961,87317,23622,0.251565698
0500000US23013,"Knox County, Maine",2573,107,30031,9317,0.289044289
0500000US23015,"Lincoln County, Maine",2220,266,26146,8561,0.311182401
0500000US23017,"Oxford County, Maine",4111,339,42314,8040,0.180484653
0500000US23019,"Penobscot County, Maine",16320,1622,107392,29141,0.248666257
0500000US23021,"Piscataquis County, Maine",1047,38,12925,2368,0.172201546
0500000US23023,"Sagadahoc County, Maine",2233,128,26308,9344,0.331873445
0500000US23025,"Somerset County, Maine",3389,219,37429,6163,0.15635259
0500000US23027,"Waldo County, Maine",2879,250,29041,8589,0.276911028
0500000US23029,"Washington County, Maine",2360,111,23308,4854,0.19343151
0500000US23031,"York County, Maine",15552,1949,148451,46567,0.295823857
0500000US24001,"Allegany County, Maryland",9177,706,50190,9161,0.166203446
0500000US24003,"Anne Arundel County, Maryland",50149,5951,390445,159821,0.376246613
0500000US24005,"Baltimore County, Maryland",74762,9762,574109,221773,0.356827474
0500000US24009,"Calvert County, Maryland",7862,929,61710,19212,0.289498649
0500000US24011,"Caroline County, Maryland",2672,173,22389,3776,0.157575516
0500000US24013,"Carroll County, Maryland",14584,2077,115982,41280,0.332069605
0500000US24015,"Cecil County, Maryland",8426,999,70507,16072,0.216272028
0500000US24017,"Charles County, Maryland",14246,1429,105078,30379,0.266568335
0500000US24019,"Dorchester County, Maryland",2156,155,23253,4827,0.196072258
0500000US24021,"Frederick County, Maryland",21683,3525,168435,68432,0.378485993
0500000US24023,"Garrett County, Maryland",2358,87,21372,4294,0.184618626
0500000US24025,"Harford County, Maryland",20955,2369,173422,62062,0.331474403
0500000US24027,"Howard County, Maryland",25473,5448,212511,130437,0.570983764
0500000US24029,"Kent County, Maryland",2522,208,13929,4759,0.301926935
0500000US24031,"Montgomery County, Maryland",82029,17889,714495,421720,0.551909296
0500000US24033,"Prince George's County, Maryland",91500,9656,611092,199620,0.297862771
0500000US24035,"Queen Anne's County, Maryland",3731,550,34843,12144,0.329081765
0500000US24037,"St. Mary's County, Maryland",10476,1125,73604,23164,0.288879638
0500000US24039,"Somerset County, Maryland",4315,26,17058,2674,0.12632761
0500000US24041,"Talbot County, Maryland",2279,380,28080,10839,0.369544451
0500000US24043,"Washington County, Maryland",12205,1245,104471,22409,0.202732353
0500000US24045,"Wicomico County, Maryland",15512,1353,64156,17188,0.232728323
0500000US24047,"Worcester County, Maryland",3425,321,39149,11907,0.287217551
0500000US24510,"Baltimore city, Maryland",61903,8104,424578,132615,0.289258984
0500000US25001,"Barnstable County, Massachusetts",15241,2626,165336,70795,0.406591094
0500000US25003,"Berkshire County, Massachusetts",12249,1092,92946,31034,0.305394743
0500000US25005,"Bristol County, Massachusetts",52078,5777,390230,109080,0.259676515
0500000US25007,"Dukes County, Massachusetts",1300,184,12731,5621,0.413726748
0500000US25009,"Essex County, Massachusetts",72946,10248,538981,212106,0.363366872
0500000US25011,"Franklin County, Massachusetts",5165,683,53210,19786,0.350646681
0500000US25013,"Hampden County, Massachusetts",49901,4260,316312,85913,0.246231019
0500000US25015,"Hampshire County, Massachusetts",37447,3052,99377,46210,0.360039174
0500000US25017,"Middlesex County, Massachusetts",157536,40553,1116442,616179,0.515497128
0500000US25019,"Nantucket County, Massachusetts",745,176,8025,4148,0.49304447
0500000US25021,"Norfolk County, Massachusetts",60731,15475,488612,258768,0.499219977
0500000US25023,"Plymouth County, Massachusetts",44277,6954,355335,130354,0.343603295
0500000US25025,"Suffolk County, Massachusetts",110747,23074,546850,244827,0.40739389
0500000US25027,"Worcester County, Massachusetts",81138,12383,564408,202881,0.333460358
0500000US26001,"Alcona County, Michigan",514,24,8505,1334,0.150571017
0500000US26003,"Alger County, Michigan",766,15,7030,1224,0.158927655
0500000US26005,"Allegan County, Michigan",9039,618,77855,17640,0.210118075
0500000US26007,"Alpena County, Michigan",2075,57,21069,3677,0.161337712
0500000US26009,"Antrim County, Michigan",1508,87,17364,4899,0.264200933
0500000US26011,"Arenac County, Michigan",1028,45,11380,1341,0.111702128
0500000US26013,"Baraga County, Michigan",707,54,6249,905,0.13786659
0500000US26015,"Barry County, Michigan",4739,298,41823,8422,0.187277179
0500000US26017,"Bay County, Michigan",8246,633,74892,14173,0.178089442
0500000US26019,"Benzie County, Michigan",1100,97,13184,3857,0.276813218
0500000US26021,"Berrien County, Michigan",12967,958,107593,29799,0.255117784
0500000US26023,"Branch County, Michigan",3252,161,30146,4271,0.132702557
0500000US26025,"Calhoun County, Michigan",12253,713,91073,19318,0.193862145
0500000US26027,"Cass County, Michigan",4062,192,36580,6975,0.176344668
0500000US26029,"Charlevoix County, Michigan",1844,133,19223,5961,0.289267575
0500000US26031,"Cheboygan County, Michigan",1763,50,19354,3972,0.19046266
0500000US26033,"Chippewa County, Michigan",4838,239,25952,5462,0.185157519
0500000US26035,"Clare County, Michigan",2178,71,22373,2710,0.113274408
0500000US26037,"Clinton County, Michigan",6972,712,53179,16716,0.289737494
0500000US26039,"Crawford County, Michigan",940,75,10399,1950,0.178587177
0500000US26041,"Delta County, Michigan",2487,28,26412,5676,0.197377072
0500000US26043,"Dickinson County, Michigan",1855,155,18600,4937,0.24893669
0500000US26045,"Eaton County, Michigan",9714,1096,76235,20445,0.250625371
0500000US26047,"Emmet County, Michigan",2569,252,23902,8059,0.313966227
0500000US26049,"Genesee County, Michigan",36531,2333,278730,58329,0.192418345
0500000US26051,"Gladwin County, Michigan",1635,77,18769,2592,0.130807685
0500000US26053,"Gogebic County, Michigan",1247,44,11784,2330,0.182180953
0500000US26055,"Grand Traverse County, Michigan",6790,711,66101,23173,0.327667339
0500000US26057,"Gratiot County, Michigan",4663,217,28119,3938,0.126746385
0500000US26059,"Hillsdale County, Michigan",4422,267,31258,5319,0.156558296
0500000US26061,"Houghton County, Michigan",7795,780,21216,7041,0.269587398
0500000US26063,"Huron County, Michigan",2245,165,23186,3588,0.147575793
0500000US26065,"Ingham County, Michigan",56869,7046,174461,67150,0.32073661
0500000US26067,"Ionia County, Michigan",5786,469,43360,6988,0.151731575
0500000US26069,"Iosco County, Michigan",1550,51,19494,3171,0.153107774
0500000US26071,"Iron County, Michigan",643,12,8752,1647,0.176583289
0500000US26073,"Isabella County, Michigan",20191,1370,38268,11159,0.214321148
0500000US26075,"Jackson County, Michigan",14388,693,109811,23483,0.194655351
0500000US26077,"Kalamazoo County, Michigan",41384,4860,163025,62075,0.327456227
0500000US26079,"Kalkaska County, Michigan",1192,51,12586,1493,0.112062709
0500000US26081,"Kent County, Michigan",62450,8050,422107,148413,0.32289906
0500000US26083,"Keweenaw County, Michigan",115,17,1676,510,0.294249023
0500000US26085,"Lake County, Michigan",792,11,9037,1019,0.104791942
0500000US26087,"Lapeer County, Michigan",7231,348,62175,11066,0.164452641
0500000US26089,"Leelanau County, Michigan",1437,94,16610,7111,0.39923533
0500000US26091,"Lenawee County, Michigan",9302,470,68044,14199,0.189654281
0500000US26093,"Livingston County, Michigan",15580,1741,131147,45639,0.32291262
