AD,ED,Candidate,Votes
82,9,Joseph R. Biden / Kamala D. Harris (Democratic),394
82,9,Donald J. Trump / Michael R. Pence (Republican),201
82,9,Donald J. Trump / Michael R. Pence (Conservative),15
82,9,Joseph R. Biden / Kamala D. Harris (Working Families),27
82,9,Howie Hawkins / Angela Nicole Walker (Green),4
82,9,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,9,Brock Pierce / Karla Ballard (Independence),1
82,9,Scattered,2
82,10,Public Counter,634
82,10,Manually Counted Emergency,0
82,10,Absentee / Military,75
82,10,Federal,1
82,10,Special Presidential,0
82,10,Affidavit,11
82,10,Joseph R. Biden / Kamala D. Harris (Democratic),466
82,10,Donald J. Trump / Michael R. Pence (Republican),205
82,10,Donald J. Trump / Michael R. Pence (Conservative),23
82,10,Joseph R. Biden / Kamala D. Harris (Working Families),21
82,10,Howie Hawkins / Angela Nicole Walker (Green),2
82,10,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,10,Brock Pierce / Karla Ballard (Independence),0
82,10,Scattered,2
82,11,Public Counter,522
82,11,Manually Counted Emergency,0
82,11,Absentee / Military,93
82,11,Federal,0
82,11,Special Presidential,0
82,11,Affidavit,6
82,11,Joseph R. Biden / Kamala D. Harris (Democratic),384
82,11,Donald J. Trump / Michael R. Pence (Republican),180
82,11,Donald J. Trump / Michael R. Pence (Conservative),26
82,11,Joseph R. Biden / Kamala D. Harris (Working Families),21
82,11,Howie Hawkins / Angela Nicole Walker (Green),2
82,11,Jo Jorgensen / Jeremy Cohen (Libertarian),4
82,11,Brock Pierce / Karla Ballard (Independence),0
82,11,Scattered,2
82,12,Public Counter,289
82,12,Manually Counted Emergency,0
82,12,Absentee / Military,42
82,12,Federal,0
82,12,Special Presidential,0
82,12,Affidavit,6
82,12,Joseph R. Biden / Kamala D. Harris (Democratic),267
82,12,Donald J. Trump / Michael R. Pence (Republican),21
82,12,Donald J. Trump / Michael R. Pence (Conservative),5
82,12,Joseph R. Biden / Kamala D. Harris (Working Families),9
82,12,Howie Hawkins / Angela Nicole Walker (Green),0
82,12,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,12,Brock Pierce / Karla Ballard (Independence),1
82,12,Scattered,1
82,13,Public Counter,375
82,13,Manually Counted Emergency,0
82,13,Absentee / Military,31
82,13,Federal,0
82,13,Special Presidential,0
82,13,Affidavit,5
82,13,Joseph R. Biden / Kamala D. Harris (Democratic),340
82,13,Donald J. Trump / Michael R. Pence (Republican),41
82,13,Donald J. Trump / Michael R. Pence (Conservative),3
82,13,Joseph R. Biden / Kamala D. Harris (Working Families),20
82,13,Howie Hawkins / Angela Nicole Walker (Green),1
82,13,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,13,Brock Pierce / Karla Ballard (Independence),1
82,13,Scattered,1
82,14,Public Counter,169
82,14,Manually Counted Emergency,0
82,14,Absentee / Military,26
82,14,Federal,1
82,14,Special Presidential,0
82,14,Affidavit,6
82,14,Joseph R. Biden / Kamala D. Harris (Democratic),145
82,14,Donald J. Trump / Michael R. Pence (Republican),18
82,14,Donald J. Trump / Michael R. Pence (Conservative),4
82,14,Joseph R. Biden / Kamala D. Harris (Working Families),9
82,14,Howie Hawkins / Angela Nicole Walker (Green),0
82,14,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,14,Brock Pierce / Karla Ballard (Independence),0
82,15,Public Counter,469
82,15,Manually Counted Emergency,0
82,15,Absentee / Military,44
82,15,Federal,0
82,15,Special Presidential,0
82,15,Affidavit,3
82,15,Joseph R. Biden / Kamala D. Harris (Democratic),426
82,15,Donald J. Trump / Michael R. Pence (Republican),62
82,15,Donald J. Trump / Michael R. Pence (Conservative),7
82,15,Joseph R. Biden / Kamala D. Harris (Working Families),10
82,15,Howie Hawkins / Angela Nicole Walker (Green),2
82,15,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,15,Brock Pierce / Karla Ballard (Independence),0
82,15,Scattered,2
82,16,Public Counter,521
82,16,Manually Counted Emergency,0
82,16,Absentee / Military,100
82,16,Federal,2
82,16,Special Presidential,0
82,16,Affidavit,16
82,16,Joseph R. Biden / Kamala D. Harris (Democratic),383
82,16,Donald J. Trump / Michael R. Pence (Republican),191
82,16,Donald J. Trump / Michael R. Pence (Conservative),17
82,16,Joseph R. Biden / Kamala D. Harris (Working Families),20
82,16,Howie Hawkins / Angela Nicole Walker (Green),4
82,16,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,16,Brock Pierce / Karla Ballard (Independence),0
82,17,Public Counter,504
82,17,Manually Counted Emergency,0
82,17,Absentee / Military,91
82,17,Federal,1
82,17,Special Presidential,0
82,17,Affidavit,12
82,17,Joseph R. Biden / Kamala D. Harris (Democratic),303
82,17,Donald J. Trump / Michael R. Pence (Republican),195
82,17,Donald J. Trump / Michael R. Pence (Conservative),22
82,17,Joseph R. Biden / Kamala D. Harris (Working Families),21
82,17,Howie Hawkins / Angela Nicole Walker (Green),1
82,17,Jo Jorgensen / Jeremy Cohen (Libertarian),3
82,17,Brock Pierce / Karla Ballard (Independence),0
82,17,Scattered,2
82,18,Public Counter,319
82,18,Manually Counted Emergency,0
82,18,Absentee / Military,51
82,18,Federal,0
82,18,Special Presidential,0
82,18,Affidavit,6
82,18,Joseph R. Biden / Kamala D. Harris (Democratic),234
82,18,Donald J. Trump / Michael R. Pence (Republican),95
82,18,Donald J. Trump / Michael R. Pence (Conservative),9
82,18,Joseph R. Biden / Kamala D. Harris (Working Families),25
82,18,Howie Hawkins / Angela Nicole Walker (Green),1
82,18,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,18,Brock Pierce / Karla Ballard (Independence),0
82,19,Public Counter,314
82,19,Manually Counted Emergency,0
82,19,Absentee / Military,48
82,19,Federal,1
82,19,Special Presidential,0
82,19,Affidavit,6
82,19,Joseph R. Biden / Kamala D. Harris (Democratic),196
82,19,Donald J. Trump / Michael R. Pence (Republican),129
82,19,Donald J. Trump / Michael R. Pence (Conservative),27
82,19,Joseph R. Biden / Kamala D. Harris (Working Families),14
82,19,Howie Hawkins / Angela Nicole Walker (Green),0
82,19,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,19,Brock Pierce / Karla Ballard (Independence),1
82,20,Public Counter,395
82,20,Manually Counted Emergency,0
82,20,Absentee / Military,70
82,20,Federal,0
82,20,Special Presidential,0
82,20,Affidavit,3
82,20,Joseph R. Biden / Kamala D. Harris (Democratic),199
82,20,Donald J. Trump / Michael R. Pence (Republican),197
82,20,Donald J. Trump / Michael R. Pence (Conservative),18
82,20,Joseph R. Biden / Kamala D. Harris (Working Families),23
82,20,Howie Hawkins / Angela Nicole Walker (Green),1
82,20,Jo Jorgensen / Jeremy Cohen (Libertarian),5
82,20,Brock Pierce / Karla Ballard (Independence),0
82,20,Scattered,1
82,21,Public Counter,308
82,21,Manually Counted Emergency,0
82,21,Absentee / Military,53
82,21,Federal,1
82,21,Special Presidential,0
82,21,Affidavit,2
82,21,Joseph R. Biden / Kamala D. Harris (Democratic),210
82,21,Donald J. Trump / Michael R. Pence (Republican),108
82,21,Donald J. Trump / Michael R. Pence (Conservative),8
82,21,Joseph R. Biden / Kamala D. Harris (Working Families),12
82,21,Howie Hawkins / Angela Nicole Walker (Green),0
82,21,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,21,Brock Pierce / Karla Ballard (Independence),0
82,21,Scattered,1
82,22,Public Counter,510
82,22,Manually Counted Emergency,0
82,22,Absentee / Military,86
82,22,Federal,2
82,22,Special Presidential,0
82,22,Affidavit,12
82,22,Joseph R. Biden / Kamala D. Harris (Democratic),348
82,22,Donald J. Trump / Michael R. Pence (Republican),158
82,22,Donald J. Trump / Michael R. Pence (Conservative),27
82,22,Joseph R. Biden / Kamala D. Harris (Working Families),17
82,22,Howie Hawkins / Angela Nicole Walker (Green),2
82,22,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,22,Brock Pierce / Karla Ballard (Independence),1
82,23,Public Counter,414
82,23,Manually Counted Emergency,0
82,23,Absentee / Military,93
82,23,Federal,1
82,23,Special Presidential,0
82,23,Affidavit,4
82,23,Joseph R. Biden / Kamala D. Harris (Democratic),386
82,23,Donald J. Trump / Michael R. Pence (Republican),79
82,23,Donald J. Trump / Michael R. Pence (Conservative),7
82,23,Joseph R. Biden / Kamala D. Harris (Working Families),33
82,23,Howie Hawkins / Angela Nicole Walker (Green),1
82,23,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,23,Brock Pierce / Karla Ballard (Independence),0
82,23,Scattered,2
82,24,Public Counter,524
82,24,Manually Counted Emergency,0
82,24,Absentee / Military,119
82,24,Federal,1
82,24,Special Presidential,0
82,24,Affidavit,6
82,24,Joseph R. Biden / Kamala D. Harris (Democratic),417
82,24,Donald J. Trump / Michael R. Pence (Republican),173
82,24,Donald J. Trump / Michael R. Pence (Conservative),12
82,24,Joseph R. Biden / Kamala D. Harris (Working Families),32
82,24,Howie Hawkins / Angela Nicole Walker (Green),4
82,24,Jo Jorgensen / Jeremy Cohen (Libertarian),5
82,24,Brock Pierce / Karla Ballard (Independence),0
82,24,Scattered,3
82,25,Public Counter,511
82,25,Manually Counted Emergency,0
82,25,Absentee / Military,99
82,25,Federal,1
82,25,Special Presidential,0
82,25,Affidavit,4
82,25,Joseph R. Biden / Kamala D. Harris (Democratic),362
82,25,Donald J. Trump / Michael R. Pence (Republican),200
82,25,Donald J. Trump / Michael R. Pence (Conservative),12
82,25,Joseph R. Biden / Kamala D. Harris (Working Families),30
82,25,Howie Hawkins / Angela Nicole Walker (Green),7
82,25,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,25,Brock Pierce / Karla Ballard (Independence),0
82,25,Scattered,1
82,26,Public Counter,0
82,26,Manually Counted Emergency,0
82,26,Absentee / Military,0
82,26,Federal,0
82,26,Special Presidential,0
82,26,Affidavit,0
82,27,Public Counter,371
82,27,Manually Counted Emergency,0
82,27,Absentee / Military,99
82,27,Federal,0
82,27,Special Presidential,0
82,27,Affidavit,7
82,27,Joseph R. Biden / Kamala D. Harris (Democratic),371
82,27,Donald J. Trump / Michael R. Pence (Republican),68
82,27,Donald J. Trump / Michael R. Pence (Conservative),10
82,27,Joseph R. Biden / Kamala D. Harris (Working Families),18
82,27,Howie Hawkins / Angela Nicole Walker (Green),2
82,27,Jo Jorgensen / Jeremy Cohen (Libertarian),3
82,27,Brock Pierce / Karla Ballard (Independence),0
82,27,Scattered,1
82,28,Public Counter,515
82,28,Manually Counted Emergency,0
82,28,Absentee / Military,111
82,28,Federal,4
82,28,Special Presidential,0
82,28,Affidavit,6
82,28,Joseph R. Biden / Kamala D. Harris (Democratic),485
82,28,Donald J. Trump / Michael R. Pence (Republican),93
82,28,Donald J. Trump / Michael R. Pence (Conservative),12
82,28,Joseph R. Biden / Kamala D. Harris (Working Families),26
82,28,Howie Hawkins / Angela Nicole Walker (Green),2
82,28,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,28,Brock Pierce / Karla Ballard (Independence),1
82,28,Scattered,3
82,29,Public Counter,144
82,29,Manually Counted Emergency,0
82,29,Absentee / Military,51
82,29,Federal,2
82,29,Special Presidential,0
82,29,Affidavit,3
82,29,Joseph R. Biden / Kamala D. Harris (Democratic),141
82,29,Donald J. Trump / Michael R. Pence (Republican),42
82,29,Donald J. Trump / Michael R. Pence (Conservative),2
82,29,Joseph R. Biden / Kamala D. Harris (Working Families),13
82,29,Howie Hawkins / Angela Nicole Walker (Green),0
82,29,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,29,Brock Pierce / Karla Ballard (Independence),0
82,30,Public Counter,503
82,30,Manually Counted Emergency,0
82,30,Absentee / Military,104
82,30,Federal,2
82,30,Special Presidential,0
82,30,Affidavit,5
82,30,Joseph R. Biden / Kamala D. Harris (Democratic),475
82,30,Donald J. Trump / Michael R. Pence (Republican),94
82,30,Donald J. Trump / Michael R. Pence (Conservative),8
82,30,Joseph R. Biden / Kamala D. Harris (Working Families),24
82,30,Howie Hawkins / Angela Nicole Walker (Green),1
82,30,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,30,Brock Pierce / Karla Ballard (Independence),0
82,30,Scattered,1
82,31,Public Counter,533
82,31,Manually Counted Emergency,0
82,31,Absentee / Military,87
82,31,Federal,1
82,31,Special Presidential,0
82,31,Affidavit,7
82,31,Joseph R. Biden / Kamala D. Harris (Democratic),489
82,31,Donald J. Trump / Michael R. Pence (Republican),98
82,31,Donald J. Trump / Michael R. Pence (Conservative),6
82,31,Joseph R. Biden / Kamala D. Harris (Working Families),25
82,31,Howie Hawkins / Angela Nicole Walker (Green),2
82,31,Jo Jorgensen / Jeremy Cohen (Libertarian),3
82,31,Brock Pierce / Karla Ballard (Independence),0
82,31,Scattered,1
82,32,Public Counter,532
82,32,Manually Counted Emergency,0
82,32,Absentee / Military,128
82,32,Federal,1
82,32,Special Presidential,0
82,32,Affidavit,10
82,32,Joseph R. Biden / Kamala D. Harris (Democratic),395
82,32,Donald J. Trump / Michael R. Pence (Republican),216
82,32,Donald J. Trump / Michael R. Pence (Conservative),14
82,32,Joseph R. Biden / Kamala D. Harris (Working Families),30
82,32,Howie Hawkins / Angela Nicole Walker (Green),6
82,32,Jo Jorgensen / Jeremy Cohen (Libertarian),3
82,32,Brock Pierce / Karla Ballard (Independence),0
82,32,Scattered,2
82,33,Public Counter,505
82,33,Manually Counted Emergency,0
82,33,Absentee / Military,118
82,33,Federal,4
82,33,Special Presidential,0
82,33,Affidavit,6
82,33,Joseph R. Biden / Kamala D. Harris (Democratic),290
82,33,Donald J. Trump / Michael R. Pence (Republican),229
82,33,Donald J. Trump / Michael R. Pence (Conservative),15
82,33,Joseph R. Biden / Kamala D. Harris (Working Families),22
82,33,Howie Hawkins / Angela Nicole Walker (Green),2
82,33,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,33,Brock Pierce / Karla Ballard (Independence),1
82,33,Scattered,3
82,34,Public Counter,376
82,34,Manually Counted Emergency,0
82,34,Absentee / Military,71
82,34,Federal,1
82,34,Special Presidential,0
82,34,Affidavit,4
82,34,Joseph R. Biden / Kamala D. Harris (Democratic),253
82,34,Donald J. Trump / Michael R. Pence (Republican),158
82,34,Donald J. Trump / Michael R. Pence (Conservative),11
82,34,Joseph R. Biden / Kamala D. Harris (Working Families),18
82,34,Howie Hawkins / Angela Nicole Walker (Green),1
82,34,Jo Jorgensen / Jeremy Cohen (Libertarian),2
82,34,Brock Pierce / Karla Ballard (Independence),2
82,34,Scattered,3
82,35,Public Counter,636
82,35,Manually Counted Emergency,0
82,35,Absentee / Military,140
82,35,Federal,2
82,35,Special Presidential,0
82,35,Affidavit,7
82,35,Joseph R. Biden / Kamala D. Harris (Democratic),450
82,35,Donald J. Trump / Michael R. Pence (Republican),252
82,35,Donald J. Trump / Michael R. Pence (Conservative),19
82,35,Joseph R. Biden / Kamala D. Harris (Working Families),37
82,35,Howie Hawkins / Angela Nicole Walker (Green),6
82,35,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,35,Brock Pierce / Karla Ballard (Independence),1
82,35,Scattered,7
82,36,Public Counter,537
82,36,Manually Counted Emergency,0
82,36,Absentee / Military,128
82,36,Federal,1
82,36,Special Presidential,0
82,36,Affidavit,9
82,36,Joseph R. Biden / Kamala D. Harris (Democratic),408
82,36,Donald J. Trump / Michael R. Pence (Republican),198
82,36,Donald J. Trump / Michael R. Pence (Conservative),14
82,36,Joseph R. Biden / Kamala D. Harris (Working Families),45
82,36,Howie Hawkins / Angela Nicole Walker (Green),3
82,36,Jo Jorgensen / Jeremy Cohen (Libertarian),0
82,36,Brock Pierce / Karla Ballard (Independence),0
82,36,Scattered,4
82,37,Public Counter,488
82,37,Manually Counted Emergency,0
82,37,Absentee / Military,72
82,37,Federal,1
82,37,Special Presidential,0
82,37,Affidavit,6
82,37,Joseph R. Biden / Kamala D. Harris (Democratic),384
82,37,Donald J. Trump / Michael R. Pence (Republican),140
82,37,Donald J. Trump / Michael R. Pence (Conservative),9
82,37,Joseph R. Biden / Kamala D. Harris (Working Families),26
82,37,Howie Hawkins / Angela Nicole Walker (Green),2
82,37,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,37,Brock Pierce / Karla Ballard (Independence),0
82,38,Public Counter,616
82,38,Manually Counted Emergency,0
82,38,Absentee / Military,107
82,38,Federal,1
82,38,Special Presidential,0
82,38,Affidavit,9
82,38,Joseph R. Biden / Kamala D. Harris (Democratic),517
82,38,Donald J. Trump / Michael R. Pence (Republican),155
82,38,Donald J. Trump / Michael R. Pence (Conservative),17
82,38,Joseph R. Biden / Kamala D. Harris (Working Families),38
82,38,Howie Hawkins / Angela Nicole Walker (Green),2
82,38,Jo Jorgensen / Jeremy Cohen (Libertarian),3
82,38,Brock Pierce / Karla Ballard (Independence),0
82,39,Public Counter,492
82,39,Manually Counted Emergency,0
82,39,Absentee / Military,77
82,39,Federal,0
82,39,Special Presidential,0
82,39,Affidavit,14
82,39,Joseph R. Biden / Kamala D. Harris (Democratic),359
82,39,Donald J. Trump / Michael R. Pence (Republican),182
82,39,Donald J. Trump / Michael R. Pence (Conservative),14
82,39,Joseph R. Biden / Kamala D. Harris (Working Families),22
82,39,Howie Hawkins / Angela Nicole Walker (Green),1
82,39,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,39,Brock Pierce / Karla Ballard (Independence),0
82,39,Scattered,1
82,40,Public Counter,436
82,40,Manually Counted Emergency,0
82,40,Absentee / Military,73
82,40,Federal,0
82,40,Special Presidential,0
82,40,Affidavit,4
82,40,Joseph R. Biden / Kamala D. Harris (Democratic),242
82,40,Donald J. Trump / Michael R. Pence (Republican),235
82,40,Donald J. Trump / Michael R. Pence (Conservative),13
82,40,Joseph R. Biden / Kamala D. Harris (Working Families),17
82,40,Howie Hawkins / Angela Nicole Walker (Green),0
82,40,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,40,Brock Pierce / Karla Ballard (Independence),1
82,40,Scattered,1
82,41,Public Counter,535
82,41,Manually Counted Emergency,0
82,41,Absentee / Military,82
82,41,Federal,2
82,41,Special Presidential,0
82,41,Affidavit,8
82,41,Joseph R. Biden / Kamala D. Harris (Democratic),257
82,41,Donald J. Trump / Michael R. Pence (Republican),307
82,41,Donald J. Trump / Michael R. Pence (Conservative),22
82,41,Joseph R. Biden / Kamala D. Harris (Working Families),20
82,41,Howie Hawkins / Angela Nicole Walker (Green),3
82,41,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,41,Brock Pierce / Karla Ballard (Independence),0
82,42,Public Counter,300
82,42,Manually Counted Emergency,0
82,42,Absentee / Military,67
82,42,Federal,0
82,42,Special Presidential,0
82,42,Affidavit,2
82,42,Joseph R. Biden / Kamala D. Harris (Democratic),145
82,42,Donald J. Trump / Michael R. Pence (Republican),152
82,42,Donald J. Trump / Michael R. Pence (Conservative),17
82,42,Joseph R. Biden / Kamala D. Harris (Working Families),8
82,42,Howie Hawkins / Angela Nicole Walker (Green),1
82,42,Jo Jorgensen / Jeremy Cohen (Libertarian),1
82,42,Brock Pierce / Karla Ballard (Independence),0
82,42,Scattered,4
